row_no,source_path,id,family,status,accepted,block_reason,prompt_sha256,prompt_normalized_sha256,assistant_sha256,assistant_chars,boxed_count,reference_id_overlap,reference_prompt_sha_overlap,reference_normalized_prompt_overlap,reference_13gram_overlap_count
68,C:\Users\davis\Downloads\sft_reconstructed.jsonl,01ef1e3e,equation_transform,rule_unknown,False,status_not_allowed,d983e5598a2ad7ed0bfdcbc90cef6f3ac8072cef36e05b8167e60aa450e2f4c9,853829c61155fbc1d913d9441055803c83193b1207daa7804fa6d716910f71b5,fc6fe5df5b8465c0989993824aabd19c4f6a7939b6e0bb34aab7863b63fd7a96,1571,5,False,False,False,0
69,C:\Users\davis\Downloads\sft_reconstructed.jsonl,01f7d5de,numeral_system,rule_found,False,non_target_family,8300fbbe19129ef1cbc3177d2c8b90381d4cc928c54d339ab8e39bc09cc21db1,5d784d5652203a0c33bb79ab4842f3a91687cb68437f5662440da5d72dd009c7,99ae0f0d6e369eb7b15b0921a3ed3a26f2725f019c7e5e669499ac4200c68a4f,346,4,False,False,False,0
70,C:\Users\davis\Downloads\sft_reconstructed.jsonl,01f8c0c5,unit_conversion,rule_found,False,non_target_family;reference_13gram_overlap,2f0c0e096fb2794f65987e7a452acf005a79a8d685ea3eee69f799ce97e89aa8,12387befb7d68d749f38eb134017ea1e4ef853ec9b1e1106d60b68d7622dc1a3,133fb155311366ab283aa44db2d7b80925aa7a17d3204cae7f6e5cc2d96d88e5,2896,5,False,False,False,2
71,C:\Users\davis\Downloads\sft_reconstructed.jsonl,01f90423,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,6d1a1d295b8bd3bd5f5a610f5811555e16eafbae2ffb206ef190015636206a99,122ebd050a82a3661d7abef0366d8f328102bccda58a61f649bf7898a092a85b,1e07041449a471ff99f2ae81e7d0302d5f807008796338c194b5d8d78005dc04,4280,5,False,False,False,2
72,C:\Users\davis\Downloads\sft_reconstructed.jsonl,01fa1f37,text_encryption,rule_found,False,non_target_family,673780307a13e09559d3655715ac009d7116226295e8e1650f7687a9ad871d5a,6fb18e1e0a56035b0f1a4d2651d50e676f07fdd0b5ae66ddd0f1b132d5ed1cc0,2d90e2829ed5c9cb67f782abc2b2761363ebfd64e023d746d015c15afc166b7d,5737,5,False,False,False,0
73,C:\Users\davis\Downloads\sft_reconstructed.jsonl,0201e198,bit_manipulation,rule_found,True,,01095a72bb137575784e217f9c164d0d381247038b35ef9d98dcfed5df706729,b16b848b703a86065767fc5b8182a338a6b7d25a26eed3ef957e41f7f717bf18,8067b0e11a11eec3454d14f28bc686ef90aea4b1921193d8096754ae18229a3c,8446,5,False,False,False,0
74,C:\Users\davis\Downloads\sft_reconstructed.jsonl,02021540,bit_manipulation,rule_found,True,,7dc1a223c884e39fec6e9f351cd21fccfbb93cff43945bc0e60eb6cf9b9ff647,f383221cc9fe1a95f7f413ff08eb4201a227fcaf067349128762a9f97a4fc22b,2f43a7a131df03713a9a2dc70042f10ee6fd39b8ef0164a9ca8f292062fb8186,8113,5,False,False,False,0
75,C:\Users\davis\Downloads\sft_reconstructed.jsonl,020a2ec4,numeral_system,rule_found,False,non_target_family;reference_13gram_overlap,64a852d3cae9da0a950c1950bba314762b638e37c9fcd4b9f0704f3437dc5584,2e37a717397b48334f0f797efff5b4b7948b507bafa65d8c983eb6de7bfe62ca,29837b319e66439c907c057ea217980264c20a114ce2eaa1e3e428d7b8527316,322,4,False,False,False,4
76,C:\Users\davis\Downloads\sft_reconstructed.jsonl,020d8b25,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,f8aeca25a6319857f434067591394c6e57838bf4a03592a4dd041b0573277fd7,1904dbb1cea6562d7620b14c7f8d1fb345964ebbcf2c289fc5605c95ef8ec44e,22e18353304f14bfb2172b69c461ce2a0e3fedc63cd4126e343861bf14a05810,3529,5,False,False,False,6
77,C:\Users\davis\Downloads\sft_reconstructed.jsonl,02102281,text_encryption,rule_found,False,non_target_family,d80f6490e3b957c5bf4061b3f13ac4050ea336733c3548214246ed4f81d114bf,58ac0d86f00a7cff32d45b926d129dabae5595cfb871ac45c2c1ec006a24aaa7,988ba3c69ce8e19761a7d4dd4552035481a717c2a5404fb7dea556bbae86e996,8078,5,False,False,False,0
78,C:\Users\davis\Downloads\sft_reconstructed.jsonl,0214e81f,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,602bf0ae24c3b91376fdb3e26cf885fcff69e6d4a7ddf5b88f7627fadf6e02dd,6c4bc5b658adc4e17a5a7d62b666b077696dd683900e6c3f129f1d9b43dab87a,aea8b2065b13c6312bc88f685eeb911e464037cd9c43315039e5a5eaebd4af2b,3509,5,False,False,False,8
79,C:\Users\davis\Downloads\sft_reconstructed.jsonl,021ed764,bit_manipulation,rule_found,True,,a3fbb9623c437dced21f2a073fca4085966a5d6c3088a643563a19e6e255f828,c7e366d6fe8e425aae0adf88e33a9f0fe33843fced0e54326b6f8fac6fff42ae,4ac9c2449f490cd4b6d355784280c9200ed87b6664660fca90c58114c6a9c9db,9001,5,False,False,False,0
80,C:\Users\davis\Downloads\sft_reconstructed.jsonl,0220c8b2,unit_conversion,rule_found,False,non_target_family;reference_13gram_overlap,364de93b738478f07a8e146c0fb7c4cf0e8355e7f0dc994104671ee877a6b847,eb7862f6035f4e0cb399e27996da46f2ef6d73326ff18d8e8ed15877e39d2480,66f820d6795aff4ed38c5fd8cf5a022729606de9eb066ea01ead0f84c1c28111,4827,5,False,False,False,2
81,C:\Users\davis\Downloads\sft_reconstructed.jsonl,0224a397,text_encryption,rule_found,False,non_target_family,5365f496c439a446d9464e629413561ba3343c73815acba0bdcbe25a0f9d0eb7,31dbe100d164b51ec84312666a556a7756dd64f9121db238b35026ce2b1d7464,217295c4504f9f5ff95f9aee7812bed9c533c89be5b5946dcff9cf2b38ad605a,4562,5,False,False,False,0
82,C:\Users\davis\Downloads\sft_reconstructed.jsonl,0228335b,bit_manipulation,rule_found,True,,0ae3a8d250715e9d412a27a89f13b05ed68464c88525165b9e80fdaf11636e4b,bcc070e9a6ca2eed481ba718c4f3a4a45218e87eabe57a77158358530e3203b9,8f5455eae21890d0ffad57b51fb112bc1266d4aea95aaa4d141ecece90378742,8504,5,False,False,False,0
83,C:\Users\davis\Downloads\sft_reconstructed.jsonl,022b5f8b,text_encryption,rule_found,False,non_target_family,5955b2626c343834682176ad6228e6e3ab7a802962cbd6512509578f6f322b7c,b296a872c07df4076eafa6ad77008efda999cffd71a652223a8db7968905e546,1595bae7659190b5b200e307638a7c6b9ca9a36643856cf5e8c30ff1c36447e0,3223,5,False,False,False,0
84,C:\Users\davis\Downloads\sft_reconstructed.jsonl,022c1a0d,numeral_system,rule_found,False,non_target_family;reference_13gram_overlap,ed4c1bfdcd8cb26517fa8c61fd1e8dd5a2e7dbf7a23c10c84fc07ba6abd84dc7,f956cd33f082c5dd059ce78d981885184e8acdeca4b149744aabc5aaf8254a27,aa96a594efe3011799288de2cc588800fb13a3f59ee05a4162d99d7085b39c49,311,4,False,False,False,4
85,C:\Users\davis\Downloads\sft_reconstructed.jsonl,022c4d73,equation_transform,hypothesis_formed,True,,eea45aee0f3b2e52faffdd456bf78a2578819f761ad97e8f6df8b0023a2c0166,ccca9737f70cf1d03c7780c4a542466910b539f98e5d8fd3dedb6f2cfe924b12,993035ebc9a2dc0517453a8a7ad6d791e06dfa85bcc14085cffd2332c28578ad,1354,5,False,False,False,0
86,C:\Users\davis\Downloads\sft_reconstructed.jsonl,02324ba1,bit_manipulation,rule_found,False,reference_13gram_overlap,27bcf0ad34a42a427aa0848edfea22cf347f269974a56d717211c73e426c255c,677be449711b77d0499e83dece34eb57e34875e239972612db205bb463fd7a22,39c79960550914fad98184c5a917e5668368abdac6fe8bdec972f8f949c3fa6b,9137,5,False,False,False,3
87,C:\Users\davis\Downloads\sft_reconstructed.jsonl,02356cb8,unit_conversion,rule_found,False,non_target_family;reference_id_overlap;reference_13gram_overlap,716a436fd8259b7e4afe8df18df11ea8fca6fb067b22a5a2ea69f7a794b9c1af,392c05cfb52473eb21c09ed35e2535200a17c0b708b85771a58a07b18a8535cf,70cfcdd1ad8afa5633ed42afcff002f696ea4db8bc9ee87babaa7f7e60762927,1676,5,True,False,False,41
88,C:\Users\davis\Downloads\sft_reconstructed.jsonl,023739fe,unit_conversion,rule_found,False,non_target_family;reference_id_overlap;reference_13gram_overlap,e8d9fd25b0d3e81b9508c3457bc8705c7fddd8c3fe14d498dbdfa7e0226322ec,fa4277068be04a3b0f9d0ce576b36188ff40fb2b658da86fb349d9ef7c1cc77f,80436dc3ce35bd59b399d8b79150456491d1b6bb43c200f2c3e6d039753c6747,2021,5,True,False,False,41
89,C:\Users\davis\Downloads\sft_reconstructed.jsonl,023aa939,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,1b00eb5dece715e5c9c59ce2d0b938f24935a795199de7d43344b221aee881d7,7f8e2573ac2a3c8070c875e8573b5d34566b98d0797834448f3423775ed61e66,48219b925bc7cdbf9e0b9f07eea2b202b8d2f9ac74ff515e34f0f631813e061a,3576,5,False,False,False,4
90,C:\Users\davis\Downloads\sft_reconstructed.jsonl,0240254e,numeral_system,rule_found,False,non_target_family;reference_13gram_overlap,056d796d2456b6de18426773795c7a800365209815b063d1beb79e7855e80327,83e5bb4aed4c8cf9e351fbb38246a5d27595ecb46d253dc0831d17abebd4a61b,14ad0a3a3d47c3b6c566fdae434d658c5c9beed7c2512a56f5cdd7fa43528765,257,4,False,False,False,4
91,C:\Users\davis\Downloads\sft_reconstructed.jsonl,024101d9,bit_manipulation,rule_found,True,,4a3a002befb989856d263fadacdf7ce03f5aff212bf0e13f5d81bfcb56799899,d0f33ec5b100a5d5b929092d89f8d9b328ee1192277ad8c43eb6b4d5340aff13,38f3d4cd6e1108c5e882d0bd9f584d407f0a8de514b3b6d2311be3bd6e807b53,8200,5,False,False,False,0
92,C:\Users\davis\Downloads\sft_reconstructed.jsonl,02422609,unit_conversion,rule_found,False,non_target_family;reference_13gram_overlap,4c6b0aa3bcbb3d2aed672846eaa672468e70588349830371266354a90b9df451,0f4acef6172064a41895d04c711cba84380cf5328ea89c7cb15555f30f51ffd8,bf2494a160ae881c39a9ce2d565673d69a79e4b1e1450041717ebcc80bdee4a0,3787,5,False,False,False,2
93,C:\Users\davis\Downloads\sft_reconstructed.jsonl,0245b9bb,bit_manipulation,hypothesis_formed,True,,9db3b7519a87575d950b497446900f8ecc4d73b29c663db543d969a3a7b2c5ea,7c0a3f87b075b1228516881fa114506cb213ff3aff082a00fa67f50855f2cebe,6c27598cdaa1633f9fbe2f4c493bfda330dcb2449eef019b3bb414e2f8b02a48,8818,5,False,False,False,0
94,C:\Users\davis\Downloads\sft_reconstructed.jsonl,024678e0,text_encryption,rule_found,False,non_target_family,da200f310e965d02b5522c6b4c9b06e6089c3e351ae6b66f536b4e5d44096ef8,e56b38d17ff63df56e191baf2e39223bd91413b000e062d03454e93620214359,bbbaf7f15648956f52ae922d10d48770633df3a662a6aa57825dfe3415469fc9,3380,5,False,False,False,0
95,C:\Users\davis\Downloads\sft_reconstructed.jsonl,02473b23,gravity_constant,rule_found,False,non_target_family,d30ff68029cfc4d1c0602636d2c61b330eb7b5311fa8431c48d564a004ccc17a,a2a7fdcfc93c25c2974e7626a95fb443ed92aa3a79101e854f4f6de106336054,71a49bf3bdf23c6902bdeff9b9a56b1f00ed3de114e9c274651ad5b781cd8a90,4461,5,False,False,False,0
96,C:\Users\davis\Downloads\sft_reconstructed.jsonl,025abbbb,bit_manipulation,rule_found,False,reference_13gram_overlap,7654b02738d72869119cb4b2bd1084d17b6c9f7c2b8873f0e1264f3c14cb56a2,083d77f3b02ee0a3599b1f70ad4f8ba9bd17bc65f478b23452e1120a14d0a711,d710149e175c093fb971f90f18b3d726785355ac339bfca3ad77da53cf239d72,8957,5,False,False,False,3
97,C:\Users\davis\Downloads\sft_reconstructed.jsonl,026106f5,equation_transform,rule_found,True,,ccd11a0ad809937a26d2ff0ef95e05ab0416fef09f257415ac85ebd109f58a29,dc5c6dfbef54391eb1341be4c141ca427cc558f88b53670f266f7fe2f32b76f8,d37ee4d4c23a93eafd701aab4ba32e8082ce1188223c795472b3c000a57cee02,10191,5,False,False,False,0
98,C:\Users\davis\Downloads\sft_reconstructed.jsonl,02664ad5,equation_transform,rule_unknown,False,status_not_allowed,e29f70a26fc3185a934df3415de79c7253b62f2eb2eaeece3d4ef0a25af81a9d,38d74902e461d33d3c918661fea27c67395d709223b254bca8f339394298debc,e659193050dc06f5a7e0553fbf1a47f08823d564975b0cb135d338da7cbd85c2,1127,5,False,False,False,0
99,C:\Users\davis\Downloads\sft_reconstructed.jsonl,02778bd7,bit_manipulation,rule_found,True,,9acd02ddab34268e41857efcd53fb0a299eacfc3eadd4069338422dd4460fe98,ac1b59a3f331d2bd5958ebd9467f905c23f3d8d6e1783f8163257d3835f7dcf2,1ac119525fc71101b5742ae41d4227c5bab61a5c1da62776aca5ae56a54dae9e,7841,5,False,False,False,0
100,C:\Users\davis\Downloads\sft_reconstructed.jsonl,028c71d7,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,ce0cf33a81f699798c1b694e537acea47aeac98c3adce4a3db0ee4221ed6a706,0fa4e8ee8e400d0407cc5c2025bf624db984115b2f44affdad62a5b7d2279da6,301b2415d89bc4c925576e1b6589c56bb9317a2e5fa922e466deaea3f040ac36,4233,5,False,False,False,6
101,C:\Users\davis\Downloads\sft_reconstructed.jsonl,028fed0d,text_encryption,rule_found,False,non_target_family,476f3532ab715d83732f1aafe09166576302d312c6af454eadfb6d3748ac7ac5,326933e99d420d4f47b430387d7860e90171822f963e2825aa7837687a0d0d2c,d984976946f961eb5d8da4fabba35fb1f83582f9b1a0756afc141b8d2153ede2,2931,5,False,False,False,0
102,C:\Users\davis\Downloads\sft_reconstructed.jsonl,02902eb3,equation_transform,hypothesis_formed,False,reference_id_overlap;reference_13gram_overlap,4de7ca3beb4edd1adcdf4f2c02402b185ebbf20f65a9458d66f8f9a97d8a742e,e57bbbec6e2766337671c1b32c603d2cbcb5a38d5aa5904b1c0ac8144efbdee0,ef20c6bfb9d1b1021bac2a0ac70e534df35112d2e11f9b6c5c64b8ca0493d936,1142,5,True,False,False,39
103,C:\Users\davis\Downloads\sft_reconstructed.jsonl,0290f51a,bit_manipulation,rule_found,False,reference_id_overlap;reference_13gram_overlap,109499ac81a097c787045d277c6635dc327a44d26ec398747cba0b5be44df12c,699b962d93dd1a3b0daefdc3848fd3a2d99671b9d1ada7d1138142febe001592,f285454e0625cede574af1d4ab41758d1bba4ef408190328f8e5b5b36b359e53,9212,5,True,False,False,44
104,C:\Users\davis\Downloads\sft_reconstructed.jsonl,02a04b59,equation_transform,rule_found,True,,5c8746845f6899812ce5e1a8bbdf9e6123c5a31701a947c18a121681e148f562,b29719ec2f04f19d039999165a116dd7d3e653345e3cdce6b09e331857824795,b2bc2d3ddb519fdb045d5b1e858668dfcea608adab04d401e7bc94bf615e4a1a,1087,5,False,False,False,0
105,C:\Users\davis\Downloads\sft_reconstructed.jsonl,02a57a2f,unit_conversion,rule_found,False,non_target_family;reference_13gram_overlap,7386d723e5bfc9cf7c3d148bfb476c4fb64ea4c30de2f7587dfff6c324932690,57d6adf28187c5649d928495e457462406e45add1ec760b79fae6d78790fe9a2,c93e29a5f2392ad7e98634a39942b5c7a6d0f56d1a8f94b57adf2ba4060cf11f,2286,5,False,False,False,2
106,C:\Users\davis\Downloads\sft_reconstructed.jsonl,02a5a1ca,bit_manipulation,hypothesis_formed,True,,10636eb42e89fff602b2a1351028b9741e789ea5c952e86e48725d2e9486b848,bd854a73f751e081bc20a3936dbfd74b406a08d54238ef25375f9a6d6b670f22,e94eb1efe2e8f2d85cd2f25f7da3e11acf364d60904521c20ff1cabedd7c9437,8789,5,False,False,False,0
107,C:\Users\davis\Downloads\sft_reconstructed.jsonl,02a66bcb,bit_manipulation,rule_found,False,reference_13gram_overlap,3b331a016ea6a1e4a479585bb96237db1346f013e7eb5b4ce74844583fbfaa31,1c33e586a17c706ce7fac21d964a9e7797f1b8f5e393fc9304cfce4da372ead7,c8be4bea9ced42b85bf1175c6e9b2696abb8623dcb587127e78a6a31cdb4e33b,9019,5,False,False,False,3
108,C:\Users\davis\Downloads\sft_reconstructed.jsonl,02b8d816,equation_transform,rule_found,True,,693576c8bcefead4dd79c7b1154f871e67477bd7c33a79d3f98da09825b0ada5,cc67000cafe3c20226bf4450fb422605c0613edbb0f83e9402ab9bc797b9aa0d,5c4e828d450d1f05d4323f5439cfc6f3adff16442447163836e7ec9e2eb43e67,1091,5,False,False,False,0
109,C:\Users\davis\Downloads\sft_reconstructed.jsonl,02beaa05,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,4324141df83003d41468f825e9910bec50e8dd86c2a06235f3eda0db96da87e6,8f89f8872f9e56e57e8d57884b88b7627929d12d35c787aecb7d71a1f008391e,7558f8f66e3fd90b118165db64bfc6286fd40909dcf4cf28dc1ae5ec606b3ae3,3373,5,False,False,False,6
110,C:\Users\davis\Downloads\sft_reconstructed.jsonl,02c15453,equation_transform,hypothesis_formed,True,,aa9e93349b1a47fe2d75b630f6b98d18a1ae786785c9cf861a7118fce55f00ab,1a4129ee737c1d439f56aea8a57f710eadaf505faf769cce2d808248cb9372af,a6c5b340da9c69989afa66f1727d197c62b560c6f98b06b192de9f4a5446915f,1333,5,False,False,False,0
111,C:\Users\davis\Downloads\sft_reconstructed.jsonl,02d4b022,numeral_system,rule_found,False,non_target_family;reference_13gram_overlap,c2afd0a379f95f0740c835f18d6e0d9ba505357496b02e6dd0a8cbc6247acedd,0757da021e728b2699294ff1da212af2e3dc1d6ff6dbd97bfd5e89b69116c6f3,30dc2b640614769daaf65765a0663640e2819c5af9e8699826c3ee139de7df63,381,4,False,False,False,4
112,C:\Users\davis\Downloads\sft_reconstructed.jsonl,02da60a0,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,6a8c26044322910ea58589bbafc742179474dcb381b0ea6c39321c7294b7cfc2,9106a791d1ee69ef15577ecbe4b2ae311dce10e63ba4be3fe5c203a0904aa1af,c35ab8a25bd0558d708e934dccbb5adfe7af853e9e879893da65eabb345adf02,5210,5,False,False,False,10
113,C:\Users\davis\Downloads\sft_reconstructed.jsonl,02e2589e,text_encryption,rule_found,False,non_target_family,cb1c9448f44a97c8171191935b5a5bd6e986be98dbf791cb586d6732826ad41a,dfce3b5ee37021deba98b52015ccfb071081771170dce3d0d7a8e838a1276c5f,33fde6a8eaaa6093cf1c1adfbeb703a5b36dd2fd1787fa7d2c524b4752730efa,8090,5,False,False,False,0
114,C:\Users\davis\Downloads\sft_reconstructed.jsonl,02e4851e,numeral_system,rule_found,False,non_target_family;reference_13gram_overlap,5d562d132ca0ab67d54774e84cb33c4e6c8946a1aa4d24482a51f63c469fdcb4,8640494efb48d34bd0b83ce3701b81c76419bd72909509ce530b011c93995219,bdf1a2bca9c5f7cc238c335eea04848c7f228ccc185f431a035b2cb44256ef4f,257,4,False,False,False,4
115,C:\Users\davis\Downloads\sft_reconstructed.jsonl,02e70301,numeral_system,rule_found,False,non_target_family,4918e590e7bf8d362a25240dd3e8894e6db62eb24fff5adf1c6be59b1679d4cd,e487d65750d43d6607e7e5dce8cf9326a647487b6f1b6479e7f50a5647da099d,14ad0a3a3d47c3b6c566fdae434d658c5c9beed7c2512a56f5cdd7fa43528765,257,4,False,False,False,0
116,C:\Users\davis\Downloads\sft_reconstructed.jsonl,02e871e4,equation_transform,hypothesis_formed,True,,49e38a6edca7dd57d00734685ead0fcaf3ac6e2b20611d59f9d85f9e6a7fd614,b398af95b10839709f77fe37e252bc077dc6cab0486cd8cc68421438cfceda67,5a877fcca16ce2bfd311475f1aba731bdfcb647db0691bf209e7221437fac3b8,1354,5,False,False,False,0
117,C:\Users\davis\Downloads\sft_reconstructed.jsonl,02fae114,numeral_system,rule_found,False,non_target_family,56080a852912b13f335b05680440c76cbbe254e05eee5b759ad5b342e1aecdfa,e634ce6870f2b3a1f3ed2fc47c9946f9876d3beedee0e3dda1f711bbe5bfde90,e830b88cd35ad085a8b9d1ebd3833127f7b0bfb664adf1e057120204e2d6e11f,252,4,False,False,False,0
118,C:\Users\davis\Downloads\sft_reconstructed.jsonl,02fb9923,text_encryption,rule_found,False,non_target_family,b4c385d465635f16724fe5de0b8389a5ca3ab8ed704866dd31c54f52b326d85e,4388ebe7a8d9655a5ff1b247093017e3646191924a671bd75c29bae6daa2dddd,5e84a0fb254e3c263cd7ceb013c1364f570fc3c3363335e72fa814db8183624e,3439,5,False,False,False,0
119,C:\Users\davis\Downloads\sft_reconstructed.jsonl,030479a6,bit_manipulation,rule_found,False,reference_13gram_overlap,7b985b7f4d1f87b15fca19a3b2d22f833fc9fe13d546bc7fef4f530769f8e39a,45740aa4ab023f54deb51c13774e28a6471e2460602b6f7b93c345b19a86cc06,69d9a286506040ff3256058d7fb143be2aba2b91c43d7b4be6f64e250d01e6b3,9565,5,False,False,False,3
120,C:\Users\davis\Downloads\sft_reconstructed.jsonl,0311b798,bit_manipulation,hypothesis_formed,False,reference_13gram_overlap,e87f0d66dcf7377675e027b3a705373b844dd57417ef4548b89392c84624c7ae,63002b5890726d98f6d3d22fbdb9280ac25dedd53d022d2eecc1c8ef7005c8cb,56c931ea0749cdd0984ca4d7bc4cdfc8720821a7ee7b15b6c806856d27550f4e,8315,5,False,False,False,3
121,C:\Users\davis\Downloads\sft_reconstructed.jsonl,03135557,text_encryption,rule_found,False,non_target_family,e817eb7e43950c372d95ae84eb00930e606ebb826d06e4ca99c82dff501d3ea2,33deae00ea7c853b055ef9bd39934f0b3fa225e77c7539ce9f0387cdfcb61966,d2a2d0871d4419eb55c86e35861dce404b50bf50d640d0f3e63747a08b5f17b2,3990,5,False,False,False,0
122,C:\Users\davis\Downloads\sft_reconstructed.jsonl,031a5f02,unit_conversion,rule_found,False,non_target_family;reference_13gram_overlap,281492e44ead1f833bfaad014c04cb22d7596b0d4e10c4a0bdab34e9996bd45b,e6cd764a87b2ecc040870d39d0efc6fbfde150dcca3ed20f2590b388d5facea6,5fae39b441aee9c438bb62b888fee2f285bd374f7b067f4703c2186d3cedf70f,2669,5,False,False,False,2
123,C:\Users\davis\Downloads\sft_reconstructed.jsonl,0320b87e,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,81cb553886c52bf92f2b9d14c755f7b42c9f9d75b3736fadd644f8f040511e90,08015bd938d535d7d54129c890ce5a7b60874b39918542c9dd76707aa31e01be,6bef4948174a3a536387eb09113d13d8d4d947f294f77205bd0c6471fec809c5,5488,5,False,False,False,13
124,C:\Users\davis\Downloads\sft_reconstructed.jsonl,0320cf76,gravity_constant,rule_found,False,non_target_family;reference_13gram_overlap,afbe8a88854f6599ab4f806213c7ac0dd21d6169c7adb0abdf10d3a6c7e6e525,1ebfac92e1a331d227495fa2fceb9f169773002594fc11441c1b6cf75940ff6a,e5a6723dc6ca4acc33f83762a87816849634193bce5e92efba0dfc5ef6ba6d2f,6058,5,False,False,False,13
125,C:\Users\davis\Downloads\sft_reconstructed.jsonl,03249403,text_encryption,rule_found,False,non_target_family,2366cd5392d325d23076ecfddc3345ac3b8d16ba0befd81f715085effede1148,f207d06abc2ef0983ade6ff454278744d62690afff9245b4c9dcaacb013fd97b,e194bfa1e3ba70b5a35a156713821cc3e7074d168369a469906d821cb8bc56d5,4509,5,False,False,False,0
126,C:\Users\davis\Downloads\sft_reconstructed.jsonl,032fc96f,bit_manipulation,rule_found,False,reference_13gram_overlap,6d244d729bcbb549ea3147f124c42ff070b742e0f49084d00d2c181a3cf5bf83,88ed46b8c959a41fe1b7bf8d73f2cfe5a7a79cf55e9943205715739c432a17af,9a3187504bcec14f32ed4dcc08239f061118893c38a6d5b9ebfa5018f88ebc4b,8765,5,False,False,False,3
127,C:\Users\davis\Downloads\sft_reconstructed.jsonl,0334b2bf,bit_manipulation,rule_found,True,,decb0f390f3d8c179cfc2b126df1a785cb342719a6fa4829c098eaa8fa518b55,4c3c10b0e8bce8d00cf1c691dbb1eddd7fc6531de04ea00f55214da09c88e31e,3ef0fa44a4f681b4d804e457bc28232faebbebf2d0ffc09327a8427882c02f52,9149,5,False,False,False,0
128,C:\Users\davis\Downloads\sft_reconstructed.jsonl,033826f6,unit_conversion,rule_found,False,non_target_family,f3d1c899c9a469287487bcfc165a4c8759159d9da7b5c76c2af149edda9fba11,05a13ab373a09106777b622e7ef8c2d2a891eddebdd0a2d6e1a65c043f5fc5d3,659941c10128d647ea5ed9da62d38f3ac542abeec96b34ab4cb4717306b6fdff,4165,5,False,False,False,0
129,C:\Users\davis\Downloads\sft_reconstructed.jsonl,033d2b33,text_encryption,rule_found,False,non_target_family,925f72c498e3144238fe27574f96b1cef943cafbd66a29b70c3bb7246af28b4f,67e95a3cc243d32edc4c5d54eb254a9bb882ebb6440079bd618037bccfbe319b,47a50638ec84e09ede48138f6cb60ef5380f89a98218d9eb3e70c48235877106,7497,5,False,False,False,0
130,C:\Users\davis\Downloads\sft_reconstructed.jsonl,034930e2,bit_manipulation,rule_found,True,,3edd4cf5db405d8196e88ade7175ba82332494fe5cff4f8825b16eca832402fd,0cbd0cd976ec7d48d340d19849a096c21f15e4a2ce3d98e0498edeb94b118700,f003c3acff89183faac0d2a33a4015b66051bbab35b0186be6046ca336fde678,8707,5,False,False,False,0
