ref,score,bit_family,equation_family,bit_ops,equation_ops,solver,training,inference,safety,chars,path
hduong/probe-vanilla-s3-6-5b,1,0,0,0,0,0,0,0,1,987,artifacts\v527_kaggle_code_audit\pulled_code\hduong__probe-vanilla-s3-6-5b
hiulnho/stage2-extrap-pcc-v24-1024,1,0,0,0,0,0,0,0,1,1904,artifacts\v527_kaggle_code_audit\pulled_code\hiulnho__stage2-extrap-pcc-v24-1024
khoidang67/eval-vanilla-iter-s2-x,1,0,0,0,0,0,0,0,1,1809,artifacts\v527_kaggle_code_audit\pulled_code\khoidang67__eval-vanilla-iter-s2-x
khoidang67/flow-r5-d1l8-flow,1,0,0,0,0,0,0,0,1,1269,artifacts\v527_kaggle_code_audit\pulled_code\khoidang67__flow-r5-d1l8-flow
khoidang67/flow-staging-a,1,0,0,0,0,0,0,0,1,1269,artifacts\v527_kaggle_code_audit\pulled_code\khoidang67__flow-staging-a
leehoangquan006/eval-hr-d1280-reason,1,0,0,0,0,0,0,0,1,1799,artifacts\v527_kaggle_code_audit\pulled_code\leehoangquan006__eval-hr-d1280-reason
leehoangquan006/eval-pcc-iter-d1280-2b,1,0,0,0,0,0,0,0,1,1812,artifacts\v527_kaggle_code_audit\pulled_code\leehoangquan006__eval-pcc-iter-d1280-2b
leehoangquan006/lle-vanilla-d2048-50b-wsd-s4,1,0,0,0,0,0,0,0,1,1806,artifacts\v527_kaggle_code_audit\pulled_code\leehoangquan006__lle-vanilla-d2048-50b-wsd-s4
leehoangquan006/probe-pcc-iter-d1280-2b,1,0,0,0,0,0,0,0,1,987,artifacts\v527_kaggle_code_audit\pulled_code\leehoangquan006__probe-pcc-iter-d1280-2b
namphmbuwu/dim-flow-r11-pcclb,1,0,0,0,0,0,0,0,1,1059,artifacts\v527_kaggle_code_audit\pulled_code\namphmbuwu__dim-flow-r11-pcclb
namphmbuwu/eval-vanilla-iter-d2048-s1,1,0,0,0,0,0,0,0,1,1809,artifacts\v527_kaggle_code_audit\pulled_code\namphmbuwu__eval-vanilla-iter-d2048-s1
namphmbuwu/flow-staging-b,1,0,0,0,0,0,0,0,1,1269,artifacts\v527_kaggle_code_audit\pulled_code\namphmbuwu__flow-staging-b
nguyenduongtrong/stage2-vanilla-modular-v2,1,0,0,0,0,0,0,0,1,1880,artifacts\v527_kaggle_code_audit\pulled_code\nguyenduongtrong__stage2-vanilla-modular-v2
nicholas33/nb153-nvidia-nemotron-inference,1,0,0,0,0,0,0,0,1,1014,artifacts\v527_kaggle_code_audit\pulled_code\nicholas33__nb153-nvidia-nemotron-inference
phmthanhlm24022379/eval-hybrid-d1280-l8,1,0,0,0,0,0,0,0,1,1799,artifacts\v527_kaggle_code_audit\pulled_code\phmthanhlm24022379__eval-hybrid-d1280-l8
phmthanhlm24022379/eval-pcc-matched-1b,1,0,0,0,0,0,0,0,1,1800,artifacts\v527_kaggle_code_audit\pulled_code\phmthanhlm24022379__eval-pcc-matched-1b
phmthanhlm24022379/stage2-hybrid-v24-n16,1,0,0,0,0,0,0,0,1,1904,artifacts\v527_kaggle_code_audit\pulled_code\phmthanhlm24022379__stage2-hybrid-v24-n16
tanluu/eval-eval-av,1,0,0,0,0,0,0,0,1,1800,artifacts\v527_kaggle_code_audit\pulled_code\tanluu__eval-eval-av
tanluu/eval-pcc-d2048-reason,1,0,0,0,0,0,0,0,1,1800,artifacts\v527_kaggle_code_audit\pulled_code\tanluu__eval-pcc-d2048-reason
tanluu/lle-pcc-d2048-reason-tanluu,1,0,0,0,0,0,0,0,1,1802,artifacts\v527_kaggle_code_audit\pulled_code\tanluu__lle-pcc-d2048-reason-tanluu
tanluu/lle-v2-pcc-d2048-reason,1,0,0,0,0,0,0,0,1,1802,artifacts\v527_kaggle_code_audit\pulled_code\tanluu__lle-v2-pcc-d2048-reason
tanluu/probe-pcc-d2048-reason,1,0,0,0,0,0,0,0,1,987,artifacts\v527_kaggle_code_audit\pulled_code\tanluu__probe-pcc-d2048-reason
tanluu/probe-pcc-reason,1,0,0,0,0,0,0,0,1,1808,artifacts\v527_kaggle_code_audit\pulled_code\tanluu__probe-pcc-reason
tanluu/stage2-pcc-d2048-reason,1,0,0,0,0,0,0,0,1,1804,artifacts\v527_kaggle_code_audit\pulled_code\tanluu__stage2-pcc-d2048-reason
tanluu/stage2-pcc-listops,1,0,0,0,0,0,0,0,1,1876,artifacts\v527_kaggle_code_audit\pulled_code\tanluu__stage2-pcc-listops
tanluu/stage2-pcc-modular,1,0,0,0,0,0,0,0,1,1876,artifacts\v527_kaggle_code_audit\pulled_code\tanluu__stage2-pcc-modular
tanluu/stage2-pcc-mp-v2,1,0,0,0,0,0,0,0,1,1804,artifacts\v527_kaggle_code_audit\pulled_code\tanluu__stage2-pcc-mp-v2
tanluu/stage2-pcc-v12-k16-v2,1,0,0,0,0,0,0,0,1,1897,artifacts\v527_kaggle_code_audit\pulled_code\tanluu__stage2-pcc-v12-k16-v2
tanluu/stage2-pcc-v24-k8,1,0,0,0,0,0,0,0,1,1891,artifacts\v527_kaggle_code_audit\pulled_code\tanluu__stage2-pcc-v24-k8
tanluu/stage2-vanilla-listops-v3,1,0,0,0,0,0,0,0,1,1880,artifacts\v527_kaggle_code_audit\pulled_code\tanluu__stage2-vanilla-listops-v3
tanluu/steered-pcc-d2048-reason-chain,1,0,0,0,0,0,0,0,1,1814,artifacts\v527_kaggle_code_audit\pulled_code\tanluu__steered-pcc-d2048-reason-chain
tbmdemi/lle-lle-vanilla-3b-synth,1,0,0,0,0,0,0,0,1,1806,artifacts\v527_kaggle_code_audit\pulled_code\tbmdemi__lle-lle-vanilla-3b-synth
thunvng/lle-xloop-d2048-n4-50b-wsd-s4,1,0,0,0,0,0,0,0,1,1802,artifacts\v527_kaggle_code_audit\pulled_code\thunvng__lle-xloop-d2048-n4-50b-wsd-s4
truongdinhduc06/dim-flow-pcc-d2048,1,0,0,0,0,0,0,0,1,1059,artifacts\v527_kaggle_code_audit\pulled_code\truongdinhduc06__dim-flow-pcc-d2048
truongdinhduc06/eval-pcc-aux-d2048,1,0,0,0,0,0,0,0,1,1811,artifacts\v527_kaggle_code_audit\pulled_code\truongdinhduc06__eval-pcc-aux-d2048
truongdinhduc06/eval-xloop-d1280-s2,1,0,0,0,0,0,0,0,1,1806,artifacts\v527_kaggle_code_audit\pulled_code\truongdinhduc06__eval-xloop-d1280-s2
truongdinhduc06/flow-pcc-aux-d2048,1,0,0,0,0,0,0,0,1,1269,artifacts\v527_kaggle_code_audit\pulled_code\truongdinhduc06__flow-pcc-aux-d2048
truongdinhduc06/grad-flow-pcc-d2048-own,1,0,0,0,0,0,0,0,1,1062,artifacts\v527_kaggle_code_audit\pulled_code\truongdinhduc06__grad-flow-pcc-d2048-own
truongdinhduc06/lle-v2-pcc-d2048-seed1-loose,1,0,0,0,0,0,0,0,1,1802,artifacts\v527_kaggle_code_audit\pulled_code\truongdinhduc06__lle-v2-pcc-d2048-seed1-loose
truongdinhduc06/lle-v2-vanilla-d2048-s1,1,0,0,0,0,0,0,0,1,1806,artifacts\v527_kaggle_code_audit\pulled_code\truongdinhduc06__lle-v2-vanilla-d2048-s1
truongdinhduc06/lle-vanilla-d2048-s1,1,0,0,0,0,0,0,0,1,1806,artifacts\v527_kaggle_code_audit\pulled_code\truongdinhduc06__lle-vanilla-d2048-s1
truongdinhduc06/lle-vanilla-d2048-s2,1,0,0,0,0,0,0,0,1,1806,artifacts\v527_kaggle_code_audit\pulled_code\truongdinhduc06__lle-vanilla-d2048-s2
truongdinhduc06/lle-xloop-d1280-s2,1,0,0,0,0,0,0,0,1,1804,artifacts\v527_kaggle_code_audit\pulled_code\truongdinhduc06__lle-xloop-d1280-s2
truongdinhduc06/probe-probe-pcc-d2048,1,0,0,0,0,0,0,0,1,987,artifacts\v527_kaggle_code_audit\pulled_code\truongdinhduc06__probe-probe-pcc-d2048
truongdinhduc06/probe-vanilla-s4,1,0,0,0,0,0,0,0,1,1812,artifacts\v527_kaggle_code_audit\pulled_code\truongdinhduc06__probe-vanilla-s4
truongdinhduc06/repr-flow-pcc-d2048,1,0,0,0,0,0,0,0,1,1027,artifacts\v527_kaggle_code_audit\pulled_code\truongdinhduc06__repr-flow-pcc-d2048
truongdinhduc06/stage2-vanilla-v12-k8-deep,1,0,0,0,0,0,0,0,1,1867,artifacts\v527_kaggle_code_audit\pulled_code\truongdinhduc06__stage2-vanilla-v12-k8-deep
truongdinhduc06/steered-pcc-d2048-seed1-loose-chain,1,0,0,0,0,0,0,0,1,1814,artifacts\v527_kaggle_code_audit\pulled_code\truongdinhduc06__steered-pcc-d2048-seed1-loose-chain
truongdinhduc06/steered-vanilla-d2048-s4-chain,1,0,0,0,0,0,0,0,1,1818,artifacts\v527_kaggle_code_audit\pulled_code\truongdinhduc06__steered-vanilla-d2048-s4-chain
tuananhtran37/eval-r10-pcc-d1024,1,0,0,0,0,0,0,0,1,1800,artifacts\v527_kaggle_code_audit\pulled_code\tuananhtran37__eval-r10-pcc-d1024
tuananhtran37/flow-r5-d4l2-flow,1,0,0,0,0,0,0,0,1,1269,artifacts\v527_kaggle_code_audit\pulled_code\tuananhtran37__flow-r5-d4l2-flow
tuananhtran37/flow-staging-d,1,0,0,0,0,0,0,0,1,1269,artifacts\v527_kaggle_code_audit\pulled_code\tuananhtran37__flow-staging-d
tuananhtran37/lle-pcc-iter-d1280-s1,1,0,0,0,0,0,0,0,1,1807,artifacts\v527_kaggle_code_audit\pulled_code\tuananhtran37__lle-pcc-iter-d1280-s1
tuananhtran37/lle-v2-vanilla-d2048-s3,1,0,0,0,0,0,0,0,1,1806,artifacts\v527_kaggle_code_audit\pulled_code\tuananhtran37__lle-v2-vanilla-d2048-s3
tuananhtran37/lle-vanilla-d2048-seed1,1,0,0,0,0,0,0,0,1,1806,artifacts\v527_kaggle_code_audit\pulled_code\tuananhtran37__lle-vanilla-d2048-seed1
tuananhtran37/lle-vanilla-iter-d2048-s2,1,0,0,0,0,0,0,0,1,1811,artifacts\v527_kaggle_code_audit\pulled_code\tuananhtran37__lle-vanilla-iter-d2048-s2
tuananhtran37/probe-pcchr-d1280-l6,1,0,0,0,0,0,0,0,1,987,artifacts\v527_kaggle_code_audit\pulled_code\tuananhtran37__probe-pcchr-d1280-l6
tuananhtran37/stage2-extrap-hybrid-modular,1,0,0,0,0,0,0,0,1,1903,artifacts\v527_kaggle_code_audit\pulled_code\tuananhtran37__stage2-extrap-hybrid-modular
tuananhtran37/stage2-vanilla-v12-k16,1,0,0,0,0,0,0,0,1,1863,artifacts\v527_kaggle_code_audit\pulled_code\tuananhtran37__stage2-vanilla-v12-k16
tuantc2306/lle-lle-vanilla-3b-baseline,1,0,0,0,0,0,0,0,1,1806,artifacts\v527_kaggle_code_audit\pulled_code\tuantc2306__lle-lle-vanilla-3b-baseline
tuetrandoanminh/dim-flow-xloop-d1280-2b,1,0,0,0,0,0,0,0,1,1059,artifacts\v527_kaggle_code_audit\pulled_code\tuetrandoanminh__dim-flow-xloop-d1280-2b
tuetrandoanminh/eval-pcc-d2048-reason-tight,1,0,0,0,0,0,0,0,1,1800,artifacts\v527_kaggle_code_audit\pulled_code\tuetrandoanminh__eval-pcc-d2048-reason-tight
tuetrandoanminh/eval-pcc-xlong-d1024,1,0,0,0,0,0,0,0,1,1800,artifacts\v527_kaggle_code_audit\pulled_code\tuetrandoanminh__eval-pcc-xlong-d1024
tuetrandoanminh/eval-r10-loop2-aux,1,0,0,0,0,0,0,0,1,1802,artifacts\v527_kaggle_code_audit\pulled_code\tuetrandoanminh__eval-r10-loop2-aux
tuetrandoanminh/eval-vanilla-d2048-seed1,1,0,0,0,0,0,0,0,1,1804,artifacts\v527_kaggle_code_audit\pulled_code\tuetrandoanminh__eval-vanilla-d2048-seed1
tuetrandoanminh/eval-xloop-d1280-2b,1,0,0,0,0,0,0,0,1,1806,artifacts\v527_kaggle_code_audit\pulled_code\tuetrandoanminh__eval-xloop-d1280-2b
tuetrandoanminh/grad-flow-xloop-d1280-2b-v2,1,0,0,0,0,0,0,0,1,1062,artifacts\v527_kaggle_code_audit\pulled_code\tuetrandoanminh__grad-flow-xloop-d1280-2b-v2
tuetrandoanminh/lle-hybrid-d1280-l8,1,0,0,0,0,0,0,0,1,1805,artifacts\v527_kaggle_code_audit\pulled_code\tuetrandoanminh__lle-hybrid-d1280-l8
tuetrandoanminh/probe-probe-xloop-d1280,1,0,0,0,0,0,0,0,1,987,artifacts\v527_kaggle_code_audit\pulled_code\tuetrandoanminh__probe-probe-xloop-d1280
tuetrandoanminh/repr-flow-xloop-d1280-v2,1,0,0,0,0,0,0,0,1,1027,artifacts\v527_kaggle_code_audit\pulled_code\tuetrandoanminh__repr-flow-xloop-d1280-v2
zhongzhing/dim-flow-vanilla-d2048-4b,1,0,0,0,0,0,0,0,1,1059,artifacts\v527_kaggle_code_audit\pulled_code\zhongzhing__dim-flow-vanilla-d2048-4b
zhongzhing/grad-flow-vanilla-d2048-4b-own,1,0,0,0,0,0,0,0,1,1062,artifacts\v527_kaggle_code_audit\pulled_code\zhongzhing__grad-flow-vanilla-d2048-4b-own
zhongzhing/probe-probe-vanilla-d2048-4b,1,0,0,0,0,0,0,0,1,987,artifacts\v527_kaggle_code_audit\pulled_code\zhongzhing__probe-probe-vanilla-d2048-4b
zhongzhing/repr-flow-vanilla-d2048-4b,1,0,0,0,0,0,0,0,1,1027,artifacts\v527_kaggle_code_audit\pulled_code\zhongzhing__repr-flow-vanilla-d2048-4b
afidhadra/test-dataset-path,0,0,0,0,0,0,0,0,0,880,artifacts\v527_kaggle_code_audit\pulled_code\afidhadra__test-dataset-path
alamin7002/utility-script,0,0,0,0,0,0,0,0,0,1051,artifacts\v527_kaggle_code_audit\pulled_code\alamin7002__utility-script
anhtran10/extra-trees-imputation,0,0,0,0,0,0,0,0,0,5202,artifacts\v527_kaggle_code_audit\pulled_code\anhtran10__extra-trees-imputation
bailynlove4ever/nemotron-packages-download,0,0,0,0,0,0,0,0,0,779,artifacts\v527_kaggle_code_audit\pulled_code\bailynlove4ever__nemotron-packages-download
buharisalisu/vision-link-ai-hub-nvidia,0,0,0,0,0,0,0,0,0,2847,artifacts\v527_kaggle_code_audit\pulled_code\buharisalisu__vision-link-ai-hub-nvidia
chestergrant/generate-train-validation-set,0,0,0,0,0,0,0,0,0,449,artifacts\v527_kaggle_code_audit\pulled_code\chestergrant__generate-train-validation-set
david01szu/nemotron-debug-paths,0,0,0,0,0,0,0,0,0,1830,artifacts\v527_kaggle_code_audit\pulled_code\david01szu__nemotron-debug-paths
doragaming/local-8af4e9,0,0,0,0,0,0,0,0,0,1168,artifacts\v527_kaggle_code_audit\pulled_code\doragaming__local-8af4e9
eslamelokpy/tinker-adapter,0,0,0,0,0,0,0,0,0,686,artifacts\v527_kaggle_code_audit\pulled_code\eslamelokpy__tinker-adapter
jek1wantaufik/nemotron-lora-adapter,0,0,0,0,0,0,0,0,0,584,artifacts\v527_kaggle_code_audit\pulled_code\jek1wantaufik__nemotron-lora-adapter
johnnyhyland/offline-packages-trl,0,0,0,0,0,0,0,0,0,113,artifacts\v527_kaggle_code_audit\pulled_code\johnnyhyland__offline-packages-trl
konstantinboyko/nnmrc-2026-whl-unsloth-01-01-d168,0,0,0,0,0,0,0,0,0,450,artifacts\v527_kaggle_code_audit\pulled_code\konstantinboyko__nnmrc-2026-whl-unsloth-01-01-d168
manderson240/nemotron-discover-file-system,0,0,0,0,0,0,0,0,0,376,artifacts\v527_kaggle_code_audit\pulled_code\manderson240__nemotron-discover-file-system
mohamedamr992/0-86-adapter-packaging-workflow,0,0,0,0,0,0,0,0,0,1049,artifacts\v527_kaggle_code_audit\pulled_code\mohamedamr992__0-86-adapter-packaging-workflow
nguyenducdung1107/notebook1e76876f42,0,0,0,0,0,0,0,0,0,836,artifacts\v527_kaggle_code_audit\pulled_code\nguyenducdung1107__notebook1e76876f42
nguyenduongtrong/fp8-check-stock,0,0,0,0,0,0,0,0,0,1601,artifacts\v527_kaggle_code_audit\pulled_code\nguyenduongtrong__fp8-check-stock
saivenkataganeshb/nvidia-nemotron-fine-tuning-methodology,0,0,0,0,0,0,0,0,0,111,artifacts\v527_kaggle_code_audit\pulled_code\saivenkataganeshb__nvidia-nemotron-fine-tuning-methodology
sonlee25/nvidia-nemotron-submission-demo,0,0,0,0,0,0,0,0,0,613,artifacts\v527_kaggle_code_audit\pulled_code\sonlee25__nvidia-nemotron-submission-demo
ththunyhunh/lab-al-b-i-1,0,0,0,0,0,0,0,0,0,6417,artifacts\v527_kaggle_code_audit\pulled_code\ththunyhunh__lab-al-b-i-1
udaken10/base-line-supervised-fine-tuning,0,0,0,0,0,0,0,0,0,2433,artifacts\v527_kaggle_code_audit\pulled_code\udaken10__base-line-supervised-fine-tuning
